sample_id,category,original_text,plaintext_length
2330,Login Credentials,PIN: 6684,9
2331,Login Credentials,"Username: xparker, Password: H$E0OjgzMe",39
2332,Chat Messages,Multilingual: Should most respond surface investment exactly. csb,65
2333,Authentication Tokens,API Key: 05e7e068-ba91-44e7-bef0-d1b52265465e,45
2334,PII,(973)379-2906x68183,19
2335,Login Credentials,PIN: 1170,9
2336,Login Credentials,PIN: 3805,9
2337,Authentication Tokens,OAuth Token: e17d81eeaa511798ba74731929b60c1914ea24f1,53
2338,Chat Messages,Multilingual: Accept candidate where already. ha,48
2339,Login Credentials,"Username: daniel56, Password: _XsDUSSiI7",40
2340,Financial Data,Credit Card: 501848535396,25
2341,Login Credentials,PIN: 9499,9
2342,Login Credentials,PIN: 2178,9
2343,Financial Data,Account No: NPFA40795372199225 at Graves-Fox,44
2344,PII,693-52-7901,11
2345,Chat Messages,Multilingual: House level when style determine arrive debate. nb,64
2346,Legal and Medical Text,Compliance: Service listen left act.,36
2347,Chat Messages,Multilingual: Accept without soldier indeed carry. raj,54
2348,Login Credentials,"Username: mccannjohn, Password: !wqGPw4I!3",42
2349,Chat Messages,Multilingual: Plant ask early local exactly. byn,48
2350,Login Credentials,PIN: 7806,9
2351,PII,Timothy Franklin,16
2352,Authentication Tokens,Session Token: 55648600b179cc768c27e2d4f5b461b5eb13113a121f84ef5a7ae27cd2aa8655,79
2353,Login Credentials,"Username: lindachapman, Password: +x6X!^Ti0A",44
2354,PII,Victoria Shepherd,17
2355,Chat Messages,Hey Gabriel! My provide situation away by matter. 😊,51
2356,Login Credentials,PIN: 4229,9
2357,Legal and Medical Text,Prescription: Less movie public national.,41
2358,Chat Messages,Hey Dustin! A on listen after executive including. 😂,52
2359,Chat Messages,Hey Robert! Recent plan audience responsibility many such report season. 👍,74
2360,Legal and Medical Text,Prescription: Effort country reduce this serve cultural hour.,61
2361,Business/Internal Notes,Meeting Summary: Mission reduce clear scene design quickly stop.,64
2362,PII,2024-12-16,10
2363,PII,422-15-0961,11
2364,Business/Internal Notes,Meeting Summary: Store far through return.,42
2365,Chat Messages,Hey Jorge! With I across rock our hold but. 😊,45
2366,Legal and Medical Text,Legal Clause: Player century day still professor.,49
2367,Login Credentials,PIN: 222,8
2368,Business/Internal Notes,Meeting Summary: Rest city turn phone land parent.,50
2369,Financial Data,Transaction: EGP 36.78 for Devolved directional functionalities,63
2370,PII,604.471.4575x72230,18
2371,Financial Data,Account No: AAJO58036629188523 at Hooper-Frye,45
2372,Authentication Tokens,API Key: 0a56a0e0-c223-499a-bb95-ebd61f64b982,45
2373,Login Credentials,PIN: 6765,9
2374,Legal and Medical Text,Compliance: Mrs something we partner than according arrive.,59
2375,Chat Messages,Season hotel least box business tough here figure. Material thousand member across deep.,88
2376,Legal and Medical Text,Legal Clause: Several soon visit outside support.,49
2377,Legal and Medical Text,Prescription: Clearly answer good how local.,44
2378,Business/Internal Notes,Project Update: Church present present news day help everything word.,69
2379,Chat Messages,Part long bar expect management thousand rate. Up today senior for interview.,77
2380,Login Credentials,"Username: kochmelissa, Password: 2&^9sSrR%G",43
2381,Chat Messages,Multilingual: Home office local plant front picture. pa,55
2382,Financial Data,Credit Card: 4966408888808499,29
2383,Login Credentials,PIN: 3190,9
2384,Login Credentials,PIN: 9509,9
2385,PII,431-26-7186,11
2386,Chat Messages,Multilingual: Cell discussion bring of prove. crh,49
2387,Login Credentials,PIN: 6121,9
2388,PII,"900 Timothy Manors Suite 965
Lanemouth, CA 15618",48
2389,Legal and Medical Text,Compliance: Far operation hospital onto until thousand.,55
2390,Login Credentials,PIN: 7551,9
2391,Authentication Tokens,OAuth Token: 2c88f0456da5f7ed2fac601c1b1c84b13bbc7693,53
2392,PII,"08212 Mckinney Club Apt. 701
South Regina, MT 73462",51
2393,Authentication Tokens,OAuth Token: b9e382105e1401531905d36ebd0edd69b5c68ae7,53
2394,Business/Internal Notes,Decision: Near range again major describe product.,50
2395,Authentication Tokens,API Key: 07464697-f618-4dd3-bc23-07cee19a63d1,45
2396,Legal and Medical Text,Prescription: Activity prove article big.,41
2397,PII,663-809-5925,12
2398,Financial Data,Credit Card: 6011029191687899,29
2399,Legal and Medical Text,Legal Clause: Many today result by positive degree address.,59
2400,Chat Messages,Hey Jermaine! Month in him bag what manage. 😊,45
2401,Chat Messages,Multilingual: Great reduce enough eat. mag,42
2402,Business/Internal Notes,Meeting Summary: Benefit relate car body.,41
2403,Chat Messages,Hey Robin! Finally base industry personal hotel know husband water. 😊,69
2404,PII,Mr. Steven Baldwin,18
2405,Chat Messages,Hey Jonathan! Dinner company most good teacher. 😊,49
2406,Business/Internal Notes,Decision: No mouth list study street peace look.,48
2407,Business/Internal Notes,Project Update: Attorney since already.,39
2408,Legal and Medical Text,Compliance: Speech support spend know guy.,42
2409,Legal and Medical Text,Legal Clause: Nature protect once condition wear since whatever role.,69
2410,Chat Messages,Hey Patricia! Dog common deal director admit. 👍,47
2411,Financial Data,Transaction: AOA 379.57 for Realigned optimal intranet,54
2412,Business/Internal Notes,Decision: Guess article just difference meet.,45
2413,Chat Messages,Hey Shari! Organization ten kitchen reveal. 😊,45
2414,Legal and Medical Text,Prescription: Life approach study reduce table.,47
2415,Business/Internal Notes,Decision: Father social performance candidate when laugh material.,66
2416,Login Credentials,PIN: 8022,9
2417,Login Credentials,PIN: 4825,9
2418,Chat Messages,Hey Dana! Number partner area once deal drug. 😊,47
2419,Legal and Medical Text,Prescription: Share rest popular cold lay world wife.,53
2420,Chat Messages,Hey David! Keep mention attention yes you. 😂,44
2421,Login Credentials,"Username: amanda22, Password: Qs$by5Al$q",40
2422,Login Credentials,PIN: 7297,9
2423,Business/Internal Notes,Meeting Summary: Born painting south national this record.,58
2424,Financial Data,Transaction: TND 480.13 for Triple-buffered global Graphical User Interface,75
2425,Authentication Tokens,OAuth Token: 385aa61ae8c5af8feaf04ea7d7aeadc841904e8d,53
2426,Chat Messages,Hey Trevor! Wear source each determine dark address nation. 👍,61
2427,Chat Messages,Positive ever against them always. Goal door standard treat position along prepare.,83
2428,Legal and Medical Text,Compliance: Early personal field necessary author traditional start how.,72
2429,Login Credentials,"Username: angelamoss, Password: +otJ2TSnRS",42
2430,Chat Messages,Hey Tammy! Leader four note shake. 😂,36
2431,Business/Internal Notes,Decision: Cell every wear sell break knowledge.,47
2432,PII,"62529 Gardner River Suite 456
East Larry, SD 76747",50
2433,Legal and Medical Text,Legal Clause: Somebody call enough raise debate.,48
2434,Financial Data,GB14QECD29716631036957,22
2435,PII,Rachel Marsh,12
2436,Login Credentials,"Username: obutler, Password: +o7iGcxDRW",39
2437,Chat Messages,Multilingual: Letter certainly note may. aa,43
2438,Chat Messages,Allow especially cut get hand life everybody. Over treat help agency.,69
2439,Business/Internal Notes,Meeting Summary: Bank send special similar health this.,55
2440,Business/Internal Notes,Decision: Kitchen long let arm might debate she about.,54
2441,Business/Internal Notes,Meeting Summary: Site several region.,37
2442,Financial Data,"Account No: KHXA44724245758596 at Howard, Macias and Clark",58
2443,Login Credentials,PIN: 8961,9
2444,Chat Messages,Multilingual: Baby free physical war job toward work table. nso,63
2445,Legal and Medical Text,Legal Clause: Up imagine necessary mind official kind until man.,64
2446,PII,1966-07-11,10
2447,Legal and Medical Text,Legal Clause: Have drug instead imagine pass bill.,50
2448,PII,150-38-1508,11
2449,Chat Messages,Multilingual: Them design market return fish answer. lij,56
2450,PII,2008-12-04,10
2451,Legal and Medical Text,Compliance: Hit most his respond pass interesting south help.,61
2452,Authentication Tokens,Session Token: b5627c3c14d0a448ab5f79df31bdf86a4afdfcf9e4155edd5330f96df257a35c,79
2453,Chat Messages,Multilingual: Factor impact admit officer. sid,46
2454,Authentication Tokens,OAuth Token: 19e01fcbf8bf82b81822bb580356d63823c72758,53
2455,Business/Internal Notes,Meeting Summary: Claim him necessary century.,45
2456,Business/Internal Notes,Decision: Ability way make stage ok.,36
2457,Financial Data,Transaction: AUD 312.38 for Multi-tiered leadingedge customer loyalty,69
2458,Legal and Medical Text,Compliance: Make anyone must author project author nothing cover.,65
2459,Legal and Medical Text,Prescription: Television foot huge peace all.,45
2460,Chat Messages,Either here trouble look. Music language hair science answer. By small from allow already service.,98
2461,Chat Messages,Multilingual: Form exist design party suggest. tr,49
2462,Financial Data,Account No: ZEAC47297554444364 at Petersen-Patel,48
2463,PII,2023-02-15,10
2464,PII,159-62-4527,11
2465,PII,377.686.9596x811,16
2466,Financial Data,Account No: KMNH44969188228759 at Brooks Group,46
2467,Legal and Medical Text,Compliance: Nice radio good order foreign.,42
2468,Financial Data,Account No: UPFO53938522329485 at Gibbs LLC,43
2469,Financial Data,Account No: TWFB07855661334696 at Thomas-Mendez,47
2470,PII,Victoria Thompson,17
2471,Financial Data,Transaction: CVE 295.46 for Centralized client-server workforce,63
2472,Login Credentials,PIN: 1737,9
2473,Business/Internal Notes,Decision: Where police protect south no.,40
2474,Login Credentials,PIN: 4210,9
2475,PII,Christopher Davis,17
2476,Financial Data,Transaction: VEF 632.68 for Persistent radical forecast,55
2477,Authentication Tokens,OAuth Token: c96f33bb9492a31d0bda96919ba2fd3e156942a2,53
2478,PII,"13172 Wilson Summit Suite 434
Harristown, MH 68385",50
2479,Business/Internal Notes,Decision: History decision wish month poor.,43
2480,Business/Internal Notes,Meeting Summary: Second chair police success career mother serious.,67
2481,Login Credentials,"Username: patricia83, Password: T(oC5Buk)F",42
2482,Financial Data,"Account No: CKAW02961181237642 at Peterson, Crawford and Mcdonald",65
2483,Business/Internal Notes,Decision: Need wind speech policy gun to.,41
2484,PII,859-47-5587,11
2485,Login Credentials,"Username: ronald97, Password: Av*z6D0nXW",40
2486,Business/Internal Notes,Meeting Summary: Model court their detail reflect outside.,58
2487,Authentication Tokens,OAuth Token: f4081b24517dd778dd29b49bff1e3576a8bd02f4,53
2488,Login Credentials,"Username: kevin14, Password: !!(ry3Nsx*",39
2489,Login Credentials,"Username: bethwilkinson, Password: _12PIzQpUQ",45
2490,Login Credentials,PIN: 6234,9
2491,PII,490-66-7254,11
2492,Financial Data,Credit Card: 3538447911213732,29
2493,PII,2008-09-04,10
2494,PII,1966-09-19,10
2495,Legal and Medical Text,Prescription: Television and wonder our true expert.,52
2496,Legal and Medical Text,Legal Clause: Standard teacher top half born increase why.,58
2497,PII,"3767 David Island
Harriston, CO 17017",37
2498,Login Credentials,PIN: 8829,9
2499,PII,803-41-7289,11
2500,Business/Internal Notes,Meeting Summary: Like event many memory top section.,52
2501,Legal and Medical Text,Compliance: Fight lay tonight TV use.,37
2502,PII,"USNV Snyder
FPO AA 17766",24
2503,Legal and Medical Text,Prescription: Develop street machine century peace.,51
2504,Legal and Medical Text,Compliance: Be travel military subject watch age.,49
2505,Financial Data,Credit Card: 6011741558248780,29
2506,Business/Internal Notes,Meeting Summary: Star certain step dinner network.,50
2507,Chat Messages,Feel return table war international. Rather agency individual method democratic professor deep.,95
2508,PII,+1-598-725-5093x16024,21
2509,Financial Data,"Account No: SGRN75114760094774 at Anderson, Roberts and Strong",62
2510,Business/Internal Notes,Project Update: There scene join experience avoid.,50
2511,Login Credentials,"Username: masseyrichard, Password: @peibKMo(4",45
2512,Financial Data,Transaction: LRD 367.15 for User-friendly methodical concept,60
2513,Financial Data,GB27SXIZ27628438993415,22
2514,Financial Data,GB06UAIH03699309415850,22
2515,PII,147-62-6526,11
2516,PII,2012-03-07,10
2517,Chat Messages,Multilingual: Fire each push grow thank effort. gl,50
2518,Login Credentials,PIN: 8010,9
2519,Login Credentials,PIN: 4205,9
2520,Business/Internal Notes,Decision: Education again interesting task travel war.,54
2521,Business/Internal Notes,Decision: Party accept card pressure drive effect.,50
2522,PII,1968-07-09,10
2523,Business/Internal Notes,Decision: Also should fear any.,31
2524,Login Credentials,PIN: 7315,9
2525,Financial Data,Credit Card: 4257298771118835,29
2526,PII,143-65-8579,11
2527,Login Credentials,"Username: steeledavid, Password: Kg9wFgea&z",43
2528,Authentication Tokens,OAuth Token: 96f173636c8d0bafafcf009f4c5bac4e1fdf089a,53
2529,PII,"4508 Reid Ferry
Taylorbury, SC 64946",36
2530,Financial Data,Account No: AOTO79749507648698 at Todd LLC,42
2531,PII,"76240 Williams Dale
South Leetown, GA 89762",43
2532,PII,(248)566-9795x86435,19
2533,Legal and Medical Text,Prescription: Whole eight material husband.,43
2534,Business/Internal Notes,Decision: Gas major design suddenly.,36
2535,PII,"USCGC Rios
FPO AP 80004",23
2536,Business/Internal Notes,Project Update: Memory assume interesting eat rule.,51
2537,Chat Messages,Husband once yes herself in race. Environment hit buy popular.,62
2538,Login Credentials,PIN: 9135,9
2539,Login Credentials,"Username: joseph77, Password: c#w2d4VkqU",40
2540,PII,Steven Harvey,13
2541,Chat Messages,Hey Adam! Final strategy everybody reach. 👍,43
2542,PII,(500)902-3172,13
2543,PII,James Roberson,14
2544,Legal and Medical Text,Legal Clause: Hard this term wall between argue blue.,53
2545,Business/Internal Notes,Meeting Summary: Garden recently view give picture serious behind.,66
2546,Authentication Tokens,OAuth Token: b1280e88b7a799eac53176a38a4595bb0c868712,53
2547,PII,614-58-0428,11
2548,PII,786-63-3129,11
2549,Authentication Tokens,API Key: b65599a5-8164-49e5-91c4-e2f6346ec8e0,45
2550,Authentication Tokens,Session Token: 0acd24f436a27e39c70767aaedf29235ca7b5aa3769b95b23b2ad368a47217d2,79
2551,Login Credentials,PIN: 5581,9
2552,PII,1955-08-02,10
2553,Authentication Tokens,OAuth Token: 22043a2f637de6c5008bfa503375e23718e9d883,53
2554,Financial Data,GB45SNRN02702122759213,22
2555,Financial Data,Transaction: ERN 54.65 for Enterprise-wide regional projection,62
